sequence_id,timestep,speed_kmh,fc_temp_c,battery_soc,motor_power_w,h2_pressure_bar,battery_temp_c,label,anomaly_type
1,8,48.78,68.33,0.6687,8422.0,645.78,33.4,0,normal
1,9,59.75,59.67,0.744,6370.6,552.72,33.54,0,normal
1,10,60.38,56.19,0.7987,4397.7,699.42,25.01,0,normal
1,11,22.35,58.68,0.8549,3871.5,470.84,21.06,0,normal
1,12,20.91,49.48,0.5206,3060.5,449.21,29.08,0,normal
1,13,23.01,44.79,0.8502,8023.6,487.66,28.25,0,normal
1,14,60.83,44.03,0.3093,4963.7,495.22,24.96,0,normal
1,15,40.55,58.31,0.5293,9094.1,558.48,36.14,0,normal
1,16,44.83,58.81,0.6094,2401.0,390.63,39.9,0,normal
1,17,76.19,52.27,0.9989,6462.4,604.53,38.49,0,normal
1,18,70.89,69.07,0.8881,8039.9,635.98,39.14,0,normal
1,19,73.89,62.84,0.5588,10529.1,647.42,21.41,0,normal
1,20,73.37,54.52,0.715,10459.6,622.89,38.89,0,normal
1,21,74.98,59.29,0.8068,5127.3,574.19,38.04,0,normal
1,22,21.11,65.76,0.9304,8870.1,663.11,23.28,0,normal
1,23,29.1,40.44,0.3109,1665.0,466.97,39.52,0,normal
1,24,34.29,55.48,0.8456,2707.0,641.58,20.83,0,normal
1,25,75.0,64.54,0.5514,6758.1,545.54,22.16,0,normal
1,26,35.17,40.38,0.8678,6587.1,538.23,28.91,0,normal
1,27,65.17,63.47,0.7734,2560.9,653.62,25.33,0,normal
1,28,20.18,67.29,0.4696,5825.8,400.84,26.72,0,normal
1,29,55.39,43.67,0.3562,8960.2,430.24,35.14,0,normal
1,30,73.77,44.85,0.6267,10681.6,419.29,29.42,0,normal
1,31,44.52,58.65,0.3549,8191.5,615.48,35.05,0,normal
1,32,51.33,64.71,0.9226,7960.0,597.28,24.85,0,normal
1,33,64.5,44.65,0.3139,11574.2,603.88,25.51,0,normal
1,34,60.77,65.03,0.778,5386.7,588.26,27.71,0,normal
1,35,46.69,57.16,0.3827,3971.0,441.62,22.94,0,normal
1,36,27.06,60.0,0.3569,6429.6,553.19,22.51,0,normal
1,37,28.43,53.81,0.7251,5389.0,602.2,31.29,0,normal
1,38,44.58,53.13,0.9289,4547.3,550.67,36.84,0,normal
1,39,51.45,65.21,0.9833,7748.3,683.07,28.28,0,normal
1,40,50.57,62.3,0.5565,4361.9,693.18,33.8,0,normal
1,41,73.8,48.21,0.4537,8104.2,551.8,38.97,0,normal
1,42,76.7,63.83,0.5417,10985.6,380.18,33.13,0,normal
1,43,72.88,50.11,0.3115,7796.7,612.13,39.22,0,normal
1,44,58.61,53.13,0.6598,1917.1,519.11,31.18,0,normal
1,45,37.98,55.07,0.5393,2000.8,416.01,30.81,0,normal
1,46,57.83,40.96,0.7777,8419.4,647.84,32.88,0,normal
1,47,29.83,42.51,0.579,10951.4,615.0,26.41,0,normal
1,48,66.91,61.78,0.7611,4756.5,688.21,28.81,0,normal
1,49,65.78,53.51,0.6602,9328.5,363.45,25.7,0,normal
2,0,70.77,64.95,0.3758,2541.9,422.51,21.62,0,normal
2,1,67.19,65.59,0.3717,1174.3,385.9,39.96,0,normal
2,2,33.94,64.95,0.717,6659.3,417.31,24.01,0,normal
2,3,38.3,66.45,0.5469,9422.1,448.08,21.55,0,normal
2,4,68.26,55.48,0.7872,5913.8,461.14,39.11,0,normal
2,5,32.01,53.63,0.365,9193.1,582.17,37.26,0,normal
2,6,60.4,64.07,0.7348,11212.9,534.87,24.93,0,normal
2,7,30.05,50.62,0.4507,5238.1,600.17,23.68,0,normal
2,8,70.32,40.77,0.9872,8670.6,589.12,25.0,0,normal
2,9,40.42,60.16,0.9304,1545.8,576.05,25.48,0,normal
2,10,64.85,53.4,0.8573,3395.0,640.91,31.49,0,normal
2,11,25.05,47.23,0.4776,6307.6,653.3,23.47,0,normal
2,12,51.37,41.64,0.8583,5961.1,493.72,28.73,0,normal
2,13,23.75,45.18,0.8603,8363.5,547.1,35.3,0,normal
2,14,79.52,64.58,0.8289,8865.3,545.33,38.19,0,normal
2,15,74.16,54.92,0.4602,5185.2,413.65,27.53,0,normal
2,16,28.31,51.53,0.4278,10547.1,594.88,27.22,0,normal
2,17,75.93,69.67,0.356,3603.5,681.79,34.54,0,normal
2,18,28.12,61.58,0.6365,5781.8,475.11,21.02,0,normal
2,19,36.73,54.72,0.9849,11733.2,655.35,30.38,0,normal
2,20,56.79,55.16,0.4271,10561.1,663.06,34.83,0,normal
2,21,24.5,40.74,0.6423,1566.3,558.86,26.24,0,normal
2,22,37.29,51.38,0.7284,1653.3,672.44,39.89,0,normal
2,23,52.31,47.39,0.8136,5484.9,369.52,26.87,0,normal
2,24,25.01,40.99,0.4786,7881.6,581.23,36.07,0,normal
2,25,54.42,59.54,0.6528,10662.9,672.59,32.08,0,normal
2,26,70.42,66.75,0.6333,6103.8,483.55,30.34,0,normal
2,27,31.35,51.41,0.6496,11833.7,548.08,24.03,0,normal
2,28,32.66,48.85,0.9478,5331.4,357.64,28.89,0,normal
2,29,64.34,66.92,0.7232,10206.4,369.15,39.95,0,normal
2,30,76.43,66.65,0.5269,2422.1,426.09,20.61,0,normal
2,31,37.95,68.97,0.9725,7760.6,444.05,38.59,0,normal
2,32,46.77,65.85,0.4548,9201.4,361.85,36.91,0,normal
2,33,26.23,58.03,0.3405,1081.6,698.64,24.83,0,normal
2,34,35.31,57.99,0.8554,3829.1,632.33,28.99,0,normal
2,35,77.56,57.9,0.7177,10075.7,555.75,29.99,0,normal
2,36,46.23,63.29,0.9772,10625.7,669.58,27.87,0,normal
2,37,24.45,69.24,0.6892,11700.5,643.98,25.88,0,normal
2,38,67.71,69.35,0.8065,10960.9,676.96,26.23,0,normal
2,39,48.16,69.23,0.5455,5668.6,382.3,35.32,0,normal
2,40,47.68,52.17,0.3603,11758.1,617.84,27.47,0,normal
2,41,67.16,40.33,0.3575,1378.0,599.41,33.16,0,normal
2,42,40.13,64.24,0.7551,2135.7,635.15,38.42,0,normal
2,43,63.95,43.21,0.5613,7332.8,416.67,25.56,0,normal
2,44,71.23,40.46,0.5987,10816.4,384.16,37.58,0,normal
2,45,46.09,49.53,0.8486,3631.5,661.22,33.61,0,normal
2,46,25.79,42.67,0.7407,6186.7,388.64,20.47,0,normal
2,47,31.01,59.74,0.9204,2915.3,378.13,20.84,0,normal
2,48,73.54,67.66,0.5669,10338.0,386.92,35.0,0,normal
2,49,43.55,50.54,0.5932,5088.2,426.39,32.92,0,normal
3,0,28.97,63.92,0.7626,2518.9,669.9,39.45,0,normal
3,1,51.02,69.94,0.6241,8833.5,671.09,32.33,0,normal
3,2,61.46,62.88,0.4762,8333.2,377.53,27.76,0,normal
3,3,75.83,68.27,0.5775,1837.4,677.8,29.17,0,normal
3,4,22.59,52.07,0.9296,5204.9,686.19,22.84,0,normal
3,5,38.16,42.83,0.6151,1442.3,604.11,31.07,0,normal
3,6,62.99,50.18,0.6138,2588.3,476.11,36.47,0,normal
3,7,76.51,51.62,0.6157,8311.8,667.97,22.36,0,normal
3,8,64.83,46.42,0.7854,10695.5,473.42,33.32,0,normal
3,9,70.5,51.04,0.4499,9228.1,414.66,29.41,0,normal
3,10,57.8,50.74,0.5612,7896.0,597.98,29.26,0,normal
3,11,79.59,50.53,0.4748,4438.4,363.29,29.83,0,normal
3,12,77.13,53.72,0.3137,11203.2,624.21,39.91,0,normal
3,13,20.63,50.93,0.4285,1591.5,470.75,33.91,0,normal
3,14,74.5,45.14,0.524,8019.2,596.64,35.8,0,normal
3,15,29.55,54.07,0.9069,1292.9,563.04,21.73,0,normal
3,16,41.79,50.04,0.8855,9219.0,392.34,27.26,0,normal
3,17,29.01,68.75,0.718,1454.6,526.68,31.97,0,normal
3,18,24.72,60.02,0.5365,7104.7,582.38,24.31,0,normal
3,19,59.94,43.01,0.4305,2326.9,497.57,33.25,0,normal
3,20,38.55,66.93,0.3745,11290.2,433.63,33.0,0,normal
3,21,60.98,60.78,0.8408,7921.4,572.06,21.64,0,normal
3,22,26.86,60.14,0.5056,2009.3,369.34,29.92,0,normal
3,23,48.61,55.23,0.9053,9551.0,434.25,23.03,0,normal
3,24,23.99,49.02,0.7648,8168.1,613.53,32.11,0,normal
3,25,54.92,42.46,0.3132,10555.8,421.2,21.51,0,normal
3,26,37.52,55.27,0.6251,6544.8,612.62,35.8,0,normal
3,27,60.21,68.93,0.7482,1438.8,487.55,29.34,0,normal
3,28,35.85,52.09,0.4324,11548.6,501.37,32.05,0,normal
3,29,22.28,65.93,0.4302,7909.5,629.0,20.38,0,normal
3,30,68.99,55.95,0.792,8586.7,394.43,28.56,0,normal
3,31,49.06,56.79,0.6356,2604.3,390.4,37.67,0,normal
3,32,69.02,46.16,0.3806,9591.9,497.39,27.44,0,normal
3,33,43.67,67.02,0.3093,2365.1,486.86,35.2,0,normal
3,34,40.81,54.33,0.8462,3690.3,617.17,35.49,0,normal
3,35,31.59,63.24,0.7623,5801.0,635.73,22.9,0,normal
3,36,26.26,46.89,0.8329,6594.7,414.7,27.57,0,normal
3,37,61.65,49.22,0.7582,4477.4,374.15,26.73,0,normal
3,38,72.48,54.15,0.5932,3270.0,529.92,30.99,0,normal
3,39,42.13,59.66,0.7453,9584.9,376.29,31.52,0,normal
3,40,57.93,53.86,0.941,10209.0,545.16,34.98,0,normal
3,41,26.18,43.29,0.7577,10565.3,386.2,22.89,0,normal
3,42,44.83,68.39,0.4661,4449.9,652.7,26.53,0,normal
3,43,31.34,69.31,0.4019,10382.5,686.67,33.43,0,normal
3,44,78.1,46.97,0.4782,7915.4,629.08,25.32,0,normal
3,45,38.05,41.47,0.6835,3275.0,365.4,23.44,0,normal
3,46,29.74,40.45,0.9912,5527.0,644.22,31.98,0,normal
3,47,64.48,57.65,0.3037,9689.8,668.5,25.36,0,normal
3,48,41.2,50.94,0.7483,7215.3,538.37,39.09,0,normal
3,49,60.34,53.12,0.93,2214.2,564.27,30.97,0,normal
4,0,67.68,50.9,0.6215,8092.7,540.02,39.44,0,normal
4,1,71.08,53.33,0.8726,8848.4,695.72,22.0,0,normal
4,2,28.49,62.76,0.6728,9190.5,522.93,38.02,0,normal
4,3,77.87,69.81,0.5719,11207.1,408.06,27.41,0,normal
4,4,20.23,58.5,0.6386,2658.6,407.55,39.18,0,normal
4,5,32.84,64.79,0.7883,1123.4,670.32,29.49,0,normal
4,6,36.26,62.37,0.3552,8785.1,481.44,36.37,0,normal
4,7,52.27,66.54,0.9178,2057.7,526.69,27.02,0,normal
4,8,28.22,57.48,0.7139,6978.8,548.88,32.72,0,normal
4,9,32.47,41.43,0.6169,2217.7,653.69,39.81,0,normal
4,10,74.73,60.64,0.678,10433.5,530.62,23.22,0,normal
4,11,36.27,52.91,0.4976,4931.9,626.5,20.17,0,normal
4,12,24.41,59.9,0.7969,3051.2,546.67,34.66,0,normal
4,13,65.34,52.55,0.4173,11918.1,498.51,33.03,0,normal
4,14,27.75,69.5,0.6264,11626.6,682.1,23.86,0,normal
4,15,68.03,48.83,0.671,8836.7,694.54,34.67,0,normal
4,16,40.38,66.8,0.6043,6250.3,617.62,22.36,0,normal
4,17,67.23,69.02,0.4995,9023.1,558.78,34.2,0,normal
4,18,48.72,60.32,0.8401,3878.4,463.95,33.81,0,normal
4,19,47.54,51.31,0.3711,8522.8,560.74,28.58,0,normal
4,20,63.26,67.77,0.3701,9691.0,409.48,27.57,0,normal
4,21,40.12,46.42,0.7709,1280.9,553.74,24.65,0,normal
4,22,34.89,53.51,0.3331,11894.5,493.03,20.77,0,normal
4,23,47.75,69.09,0.787,9317.9,416.69,38.18,0,normal
4,24,56.68,42.22,0.7074,6095.9,579.64,23.2,0,normal
4,25,36.46,60.94,0.7784,5739.2,372.98,28.61,0,normal
4,26,39.1,48.52,0.402,4126.4,543.42,28.05,0,normal
4,27,38.43,65.6,0.5984,11167.4,384.57,37.29,0,normal
4,28,48.69,55.46,0.4806,10670.6,602.6,25.79,0,normal
4,29,26.2,58.23,0.6628,7704.4,395.08,36.34,0,normal
4,30,52.74,47.01,0.8779,9583.5,609.45,35.87,0,normal
4,31,49.78,65.95,0.6391,10839.4,692.06,35.26,0,normal
4,32,71.98,49.96,0.367,6752.8,580.36,35.57,0,normal
4,33,60.63,50.87,0.4039,3333.5,360.83,29.58,0,normal
4,34,20.04,67.49,0.5442,3622.6,531.01,26.69,0,normal
4,35,58.46,57.8,0.4476,8189.8,640.76,37.7,0,normal
4,36,79.12,58.9,0.3723,7021.9,536.58,32.35,0,normal
4,37,64.24,51.27,0.9248,10660.7,486.7,29.66,0,normal
4,38,29.1,65.03,0.7638,2642.0,594.54,26.51,0,normal
4,39,34.69,55.4,0.5461,11097.8,470.85,36.87,0,normal
4,40,62.7,66.42,0.4759,6375.9,695.3,34.15,0,normal
4,41,47.22,41.35,0.7643,6991.5,450.33,32.53,0,normal
4,42,63.33,59.24,0.4941,3254.4,608.9,20.19,0,normal
4,43,23.61,47.78,0.7935,9830.0,668.94,28.08,0,normal
4,44,28.03,60.74,0.6444,9353.0,545.62,32.82,0,normal
4,45,41.21,42.03,0.6758,1650.3,370.88,31.87,0,normal
4,46,40.74,42.28,0.8342,1694.2,547.18,27.84,0,normal
4,47,59.69,47.57,0.4003,3702.9,622.55,30.77,0,normal
4,48,39.37,64.53,0.9452,5762.2,590.24,35.52,0,normal
4,49,24.72,47.71,0.9073,10755.0,509.73,23.74,0,normal
5,0,55.73,69.31,0.795,9058.9,580.02,38.1,1,pressure
5,1,29.28,47.09,0.7678,8158.0,618.91,30.87,1,pressure
5,2,51.81,59.39,0.5191,3889.3,698.4,32.57,1,pressure
5,3,26.7,42.24,0.6259,1295.6,634.85,22.15,1,pressure
5,4,71.36,65.31,0.8544,11658.3,470.27,32.03,1,pressure
5,5,46.89,56.86,0.3072,7628.7,414.08,37.64,1,pressure
5,6,53.79,63.34,0.9839,10432.1,523.12,31.57,1,pressure
5,7,21.34,55.59,0.867,6294.5,368.43,36.04,1,pressure
5,8,79.2,60.84,0.9218,10734.5,501.11,32.32,1,pressure
5,9,63.36,65.04,0.9092,8489.6,535.24,30.67,1,pressure
5,10,67.34,42.26,0.4163,5856.8,382.95,25.66,1,pressure
5,11,77.06,51.74,0.7193,3622.1,672.94,37.69,1,pressure
5,12,24.22,61.81,0.3869,5438.3,693.06,24.12,1,pressure
5,13,21.15,56.83,0.5757,11112.2,508.76,28.07,1,pressure
5,14,69.66,57.19,0.6509,5234.0,389.87,20.32,1,pressure
5,15,61.52,46.06,0.4029,9344.9,642.05,39.28,1,pressure
5,16,39.54,40.19,0.3981,5998.4,446.41,21.05,1,pressure
5,17,47.78,58.17,0.5736,11167.9,669.72,31.32,1,pressure
5,18,54.59,47.73,0.4201,3153.9,535.18,29.35,1,pressure
5,19,73.79,61.13,0.6306,10658.3,431.16,39.81,1,pressure
5,20,44.92,45.89,0.4029,2310.6,359.27,22.04,1,pressure
5,21,38.42,54.18,0.994,10909.7,470.93,28.64,1,pressure
5,22,33.18,44.92,0.6645,3399.4,401.61,29.68,1,pressure
5,23,55.33,58.24,0.5512,2005.8,436.38,20.87,1,pressure
5,24,52.56,54.82,0.418,11290.1,560.2,32.43,1,pressure
5,25,49.81,58.23,0.9977,1815.4,659.96,24.83,1,pressure
5,26,26.45,48.23,0.8244,3805.5,677.61,35.31,1,pressure
5,27,45.45,64.43,0.9738,5079.6,550.82,32.2,1,pressure
5,28,37.78,57.37,0.4284,1828.3,515.59,39.0,1,pressure
5,29,73.33,63.7,0.7455,10110.0,442.09,31.74,1,pressure
5,30,24.32,51.75,0.929,6787.6,202.85,37.73,1,pressure
5,31,40.2,44.53,0.329,10685.3,291.84,38.89,1,pressure
5,32,40.28,53.31,0.4479,10196.9,241.97,35.01,1,pressure
5,33,65.11,47.18,0.3253,10988.2,295.17,29.78,1,pressure
5,34,44.04,65.2,0.4256,6804.5,283.73,38.38,1,pressure
5,35,33.76,54.67,0.543,3625.6,286.52,29.23,1,pressure
5,36,41.32,42.28,0.7653,5623.9,244.18,35.34,1,pressure
5,37,59.43,50.45,0.6617,1546.3,263.86,28.02,1,pressure
5,38,73.78,49.13,0.9158,9961.7,299.3,37.43,1,pressure
5,39,31.11,67.33,0.963,7500.4,296.55,29.72,1,pressure
5,40,48.55,45.88,0.3876,6686.7,282.38,27.31,1,pressure
5,41,50.49,47.8,0.4148,9420.4,231.3,24.34,1,pressure
5,42,24.82,52.99,0.8692,5584.9,295.99,29.39,1,pressure
5,43,49.58,43.94,0.6779,3824.3,285.68,38.8,1,pressure
5,44,43.27,60.37,0.9727,8748.8,283.63,25.43,1,pressure
5,45,65.82,47.17,0.8934,8866.3,201.49,36.77,1,pressure
5,46,34.13,40.52,0.9726,1515.3,234.08,24.73,1,pressure
5,47,32.1,42.85,0.9809,11264.3,299.1,37.61,1,pressure
5,48,45.72,67.23,0.9388,5657.1,297.87,36.26,1,pressure
5,49,46.91,51.16,0.9168,2036.1,273.21,29.61,1,pressure
6,0,73.23,43.76,0.3377,10727.8,415.99,33.65,0,normal
6,1,31.48,45.3,0.7283,4574.1,389.93,34.97,0,normal
6,2,72.07,61.31,0.7293,7529.5,425.31,30.95,0,normal
6,3,50.32,43.42,0.4225,9622.2,656.5,20.37,0,normal
6,4,42.09,43.61,0.7858,9433.2,537.88,27.83,0,normal
6,5,45.77,66.68,0.885,2624.8,596.38,22.37,0,normal
6,6,34.41,60.85,0.4337,8890.3,643.7,28.63,0,normal
6,7,29.92,60.04,0.6589,3854.5,590.67,23.38,0,normal
6,8,69.0,60.24,0.5117,7232.3,670.8,29.25,0,normal
6,9,52.81,53.95,0.8435,4882.2,499.75,38.29,0,normal
6,10,55.08,65.08,0.3952,9440.5,565.59,20.96,0,normal
6,11,47.12,53.13,0.8628,2905.8,580.07,39.43,0,normal
6,12,59.25,56.09,0.403,3657.1,375.03,34.19,0,normal
6,13,57.24,60.38,0.8366,7058.5,612.65,33.08,0,normal
6,14,66.52,65.96,0.3252,11433.7,458.83,26.61,0,normal
6,15,28.69,42.89,0.5938,3525.3,377.06,37.53,0,normal
6,16,37.73,63.88,0.9179,5695.2,666.01,39.09,0,normal
6,17,68.15,55.8,0.924,4974.5,369.71,38.34,0,normal
6,18,20.75,55.65,0.7769,11373.7,398.27,35.65,0,normal
6,19,51.76,64.57,0.4781,11360.8,630.44,22.32,0,normal
6,20,72.4,44.07,0.6772,8780.5,636.13,26.23,0,normal
6,21,57.22,55.03,0.5057,11626.6,663.32,24.64,0,normal
6,22,37.66,53.68,0.9408,2531.5,385.7,33.84,0,normal
6,23,33.79,41.28,0.7454,11460.5,431.64,22.49,0,normal
6,24,74.06,66.57,0.4561,4233.0,366.88,31.6,0,normal
6,25,69.09,54.56,0.5152,2425.8,476.68,27.08,0,normal
6,26,43.04,45.3,0.4515,1593.5,618.79,21.62,0,normal
6,27,52.16,58.24,0.4465,1436.2,531.03,25.99,0,normal
6,28,67.95,42.62,0.8035,4550.7,581.06,22.57,0,normal
6,29,49.01,69.8,0.7515,1510.2,546.72,31.86,0,normal
6,30,35.61,49.32,0.8858,10385.7,457.16,36.56,0,normal
6,31,31.88,53.83,0.3208,2669.2,469.37,38.85,0,normal
6,32,34.4,65.76,0.4192,5436.9,504.56,33.77,0,normal
6,33,23.42,42.06,0.7564,9167.6,532.74,24.94,0,normal
6,34,70.16,43.81,0.4728,8001.4,689.24,24.22,0,normal
6,35,70.61,56.35,0.4027,4746.0,674.95,21.49,0,normal
6,36,77.35,46.63,0.37,4829.4,687.83,26.7,0,normal
6,37,51.81,64.98,0.9157,11112.6,628.33,32.39,0,normal
6,38,69.81,43.44,0.8181,11693.8,445.8,25.58,0,normal
6,39,55.0,60.53,0.3841,6685.7,580.26,21.96,0,normal
6,40,21.09,56.19,0.6368,11029.8,545.93,30.83,0,normal
6,41,23.45,60.96,0.7142,11835.1,461.57,26.06,0,normal
6,42,78.53,59.63,0.7275,6141.9,684.07,35.15,0,normal
6,43,56.73,40.85,0.4004,5529.3,473.92,36.12,0,normal
6,44,73.09,52.44,0.6245,9096.9,627.53,21.38,0,normal
6,45,25.51,68.64,0.5801,3891.7,459.91,27.31,0,normal
6,46,40.81,65.23,0.4722,4809.9,646.1,22.63,0,normal
6,47,36.15,46.98,0.9789,10238.4,433.22,30.37,0,normal
6,48,79.29,40.54,0.6882,6265.9,407.21,22.58,0,normal
6,49,37.74,46.14,0.7575,4477.2,690.22,20.77,0,normal
7,0,76.38,56.31,0.3786,6201.5,350.52,34.18,0,normal
7,1,51.12,44.64,0.6458,11475.1,377.87,29.82,0,normal
7,2,59.64,41.59,0.4766,10464.6,395.74,22.5,0,normal
7,3,39.06,69.41,0.9697,8516.3,495.99,39.33,0,normal
7,4,40.55,69.99,0.5201,7987.4,697.35,23.32,0,normal
7,5,57.15,45.13,0.4576,6602.8,691.49,24.07,0,normal
7,6,66.86,64.64,0.8498,9197.0,649.55,37.82,0,normal
7,7,40.91,42.56,0.5813,3894.8,404.89,34.83,0,normal
7,8,37.38,64.11,0.317,2870.4,507.71,38.28,0,normal
7,9,21.9,64.29,0.309,6863.2,442.05,38.29,0,normal
7,10,51.47,63.6,0.5614,7362.6,570.43,21.88,0,normal
7,11,58.72,63.57,0.5999,7606.8,468.2,33.96,0,normal
7,12,35.9,66.4,0.6286,7167.2,504.53,36.1,0,normal
7,13,53.69,62.77,0.4787,11869.6,589.46,33.96,0,normal
7,14,30.03,69.6,0.8848,5258.1,605.38,32.8,0,normal
7,15,73.05,49.54,0.8049,10424.4,429.43,39.19,0,normal
7,16,54.26,61.04,0.694,3181.8,412.84,34.48,0,normal
7,17,70.11,51.3,0.4545,9280.7,668.55,38.66,0,normal
7,18,62.77,59.39,0.3194,5281.5,385.39,35.08,0,normal
7,19,51.01,52.18,0.51,2635.6,656.54,28.32,0,normal
7,20,74.08,52.56,0.7174,8400.1,643.43,36.48,0,normal
7,21,49.15,63.99,0.9547,3988.4,431.37,25.4,0,normal
7,22,43.62,48.24,0.5268,11906.2,518.08,36.28,0,normal
7,23,27.55,67.08,0.6426,4118.8,583.49,29.16,0,normal
7,24,37.36,41.1,0.6882,7208.8,377.91,37.65,0,normal
7,25,49.49,46.81,0.6942,4364.3,585.13,37.19,0,normal
7,26,46.36,57.71,0.5738,1540.3,474.93,39.93,0,normal
7,27,51.03,67.7,0.6829,10628.3,676.72,35.84,0,normal
7,28,46.0,55.92,0.7246,6196.4,544.94,28.79,0,normal
7,29,60.18,67.68,0.7825,2333.4,614.63,31.63,0,normal
7,30,67.1,54.98,0.8312,6767.3,688.23,23.86,0,normal
7,31,78.1,53.43,0.8297,9766.7,605.11,37.99,0,normal
7,32,79.76,46.27,0.7872,9883.1,653.6,37.39,0,normal
7,33,36.18,52.21,0.5001,4781.2,668.26,20.62,0,normal
7,34,29.46,60.85,0.6708,11829.8,420.88,39.41,0,normal
7,35,43.66,68.67,0.31,4562.4,592.94,24.14,0,normal
7,36,65.34,54.13,0.7668,1304.1,431.63,24.89,0,normal
7,37,60.77,60.24,0.6941,2846.1,632.6,24.38,0,normal
7,38,71.15,40.56,0.449,9759.6,599.25,35.23,0,normal
7,39,44.15,66.91,0.6296,11169.3,438.63,22.24,0,normal
7,40,56.28,54.17,0.6915,7121.3,435.5,39.09,0,normal
7,41,27.05,41.16,0.7852,2164.2,402.16,34.58,0,normal
7,42,27.98,69.84,0.3543,6585.0,573.63,20.7,0,normal
7,43,25.93,69.4,0.4786,6183.1,677.82,22.3,0,normal
7,44,47.52,41.88,0.6434,2836.5,667.09,21.47,0,normal
7,45,37.16,58.34,0.9659,4756.3,661.14,30.72,0,normal
